,t_count,d_count,tf,idf,tf_idf,DSI-70,DSI-71,DSI-72,DSI-73,DSI-74,DSI-75,DSI-76,DSI-77,DSI-78,DSI-79,DSI-80,DSI-81,DSI-82,DSI-83,DSI-84,DSI-85,DSI-86,DSI-87,DSI-88,DSI-89,DSI-90,DSI-91
economist,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,,,,,,,3.0,,,,,,,
defense,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,1.0,2.0,,,,,,,,,,,,,,,,,
cnn,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,1.0,2.0,,,,,,,,,,,,,,,,,,,,
senator,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,,,1.0,,,,,,,,2.0,,,,,,
test,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,,,3.0,,,,,,,,,,,
rule,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,3.0,,,,,,,,,,,,,,,
ethic official,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,3.0,,,,,,,,,,,,,,,
u.s. official,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,2.0,,,1.0,,,,,,,,,,,,,,
obama,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
wolff,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,3.0,,,,,,,,,,,,,,,,,,,,
defense contractor,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,3.0,,,,,,,,,,,,,,,,,
americans,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,
network,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,
attache,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,3.0,,,,,,,,,,,,,,,,,
woman,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,1.0,,,,,,,,,,,,,,2.0,,,,
life,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,1.0,,,,,,,,,,,,,,2.0,,,,,,
beijing,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,
commissioner,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,3.0,,,,,,,,,,,,,,,,,,,
affair,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,,,,,,1.0,,,,,,,2.0,,,,
reliability,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,3.0,,,,,,,,,,,,,
sense,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,
benefit,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,1.0,,,,2.0,,,,,,,,,,,,,,,,,
party,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0
camp david,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
situation,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
language,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,,,,,,,,3.0,,,,,,
strategist,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0
trade deficit,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,,,,,,,3.0,,,,,,,
secretary,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,,2.0,,,,1.0,,,,,,,,,,,
perry,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,3.0,,,,,,,,,,,,,
export,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,
staffer,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,1.0,,2.0,,,,,,,,,,,,,,,,,
clinton,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,3.0,,,,,,,,,,,,,,,,,,
layer,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,3.0,,,,,,,,,,,,,,,
difference,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,2.0,,,,,,,,,,,,,,,,,,1.0,,,
dallek,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,3.0,,,,,,,,,,,,,,,,,,
tweet,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,
property,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,3.0,,,,,,,,,,,,,,,,,,,
inquiry,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,
border security,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,
steel,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,3.0,,,,,,,,,,,,,,,,,,,
cadre,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,3.0,,,,,,,,,,,,,,,
cost,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,
package,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,3.0,,,,,,,,,,,,,,
phone call,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,3.0,,,,,,,,,,,,,,,,
staff,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,
stake,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,,2.0,,,,1.0,,,,,,,,,,,
remark,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,,,,,,,,,,,2.0,,,,,,1.0
message,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0
firing,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,3.0,,,,,,,,,,,,,,,,,,
sale,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,3.0,,,,,,,,,,,,,,,,,
industry,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,2.0,,,,,,1.0,,,,,,,,,,,,,
everything,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,
factor,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,
cooperation,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,
mr. blumenthal,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,3.0,,,,,,,,,,,,,,,
cause,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,1.0,,,,,,,,,,,,2.0,,,,,,,
document,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,,,1.0,,,,,,,,,,,,2.0,,
loss,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,
one,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,1.0,,,,,2.0,,,,,,,,,,,
kim,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,,,3.0,,,,,,,,,,,
coal,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,3.0,,,,,,,,,,,,,
osc,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,3.0,,,,,,,,,,,,,,,,,,
gas,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,,1.0,,2.0,,,,,,,,,,,,,
democrat,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,,,,,,,,,2.0,,,,,,,,1.0
deadline,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,2.0,,,,,,,,,1.0,,,,,,,,,,
mr zinke,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,,,,,,,,,,,3.0,,,
gop,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,,,,,,,,,,,,,,3.0
iran,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,,,,,,,,,3.0,,,,,
haiti,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,,,,,,,,,,,2.0,,,,,,1.0
voter,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,,,,,,,,,,,,,,3.0
oval,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,3.0,,,,,,,,,,,,,,,,
forney,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,,,3.0,,,,,,,,,,,
wall street journal,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,,,2.0,,,,,,,,,,1.0,,,,
work,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,,,,,,,1.0,,,,,,,,,2.0,
republican,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0
individual,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,2.0,,,1.0,,,,,,,,,,,,,,,
money,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,,2.0,,,,,,,,,,,1.0,,,,
blow,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,
departure,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,,,,3.0,,,,,,,,,,
basis,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0
effort,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,
cadre stake,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,3.0,,,,,,,,,,,,,,,
transaction,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,
reason,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,2.0,,,,,,,,,,,
governor,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,,,,,,,,,2.0,,,
secrecy,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,2.0,,,,,,,,,,,,,,,
affidavit,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,2.0,,,,,,,,,,,,,,,,,,
resolution,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,1.0,,,,,,,1.0,,,,,,,,,,,
reality,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,1.0,1.0,,,,,,,,,,,,,,,
consistency,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,2.0,,,,,,,,,,,
responsibility,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,1.0,,,,,1.0,,,,,,,,,,,,,,,
transcript,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,,,,2.0,,,,,,,,
prosecutor,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,1.0,,,1.0,,,,,,,,,,,,,,,
resource,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,,1.0,,,,,,,,1.0,,,
virginia,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,1.0,,,,,,,,,,,,,,,,,,1.0
holding,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,2.0,,,,,,,,,,,,,,,
candidate,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,,,1.0,,,,,,,,,,1.0
profit,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,1.0,,,,,,,,,,1.0,,,,,,,
commerce department highlight sheet,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,1.0,,,1.0,,,,,,,,,
delury,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,2.0,,,,,,,,,,,
ahead,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,1.0,,,1.0,,,,,,,,,
saudi arabia,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,1.0,,,,,,,,,,,,1.0,,,,,
drone,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,2.0,,,,,,,,,,,,,,,,,
handling,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,2.0,,,,,,,,,,,,,,,,,,
wake,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,,,1.0,,,,,,,1.0,,,
quota,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,2.0,,,,,,,,,,,,,,,,,,,
deportation,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,1.0,,,,,,,1.0,,,,,,,,,,,,,,
weight,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,2.0,,,,,,,,,,,,,,,,,
distance,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,1.0,,,,,,,,,,,,,,1.0
chiefofstaff john kelly,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,1.0,,,,,,1.0,,,,,,,,,,
homeland security,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,,,,,,,,,,2.0,,
visit,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,1.0,,,1.0,,,,,,,,,
new year,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,2.0,,,,,,,,,,,
liberty,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,,,,,,,,,,2.0,,
panel,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,1.0,,,,,,,,,,,1.0,,,,,,,,
guy,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,1.0,,,1.0,,,,,,,,,,,,,,,,,
compromise,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,1.0,,,1.0,,,,,,,,,,,,,,,,,,
partner,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,2.0,,,,,,,,,,,,,,,,,
result,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,1.0,,,1.0,,,,,,,,,,,,,,,,,,
aluminum import,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,2.0,,,,,,,,,,,,,,,,,,,
analyst,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,,1.0,,,,,,1.0,,,,,
new york,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,2.0,,,,,,,,,,,,,,,
product,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,1.0,,,,,,,,,,,,,,,,1.0,,,
u.s. export,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,1.0,,,1.0,,,,,,,,,
tweet saturday morning,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,2.0,,,,,,,,,,,,,,,,,,,,
desk,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,1.0,,,,1.0,,,,,,,,,,,,,,,,,
window,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,1.0,1.0,,,,,,,,,,,,,,,,,,,,
war,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,1.0,,,,,,1.0,,,,,,,,,,,
contract,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,1.0,,,1.0,,,,,,,,,
rally,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,,,,,,,,1.0,,,,,1.0
missile program,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,,,,,,,2.0,,,,,
plenty,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,,1.0,,,,1.0,,,,,,,
range,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,1.0,,,,,,,,,,,,,,,,1.0,,
critic,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,2.0,,,,,,,,,,,,,
associated press,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,2.0,,,,,,,,,,,,,,
trade action,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,2.0,,,,,,,,,,,,,,,,,,,
hope,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,1.0,,,,,,,,,,,,,,,,,,1.0,
trumps adviser,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,2.0,,,,,,,,,,,,,,,,,,,
fuel supply,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,2.0,,,,,,,,,,,,,
fall,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,,,,,,,,,1.0,,,,1.0
charge,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,,,,,1.0,,,,,,,,1.0
commerce secretary,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,1.0,,,,1.0,,,,,,,,,,,,,,,
estate,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,2.0,,,,,,,,,,,,,,,
nature,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,1.0,,,1.0,,,,,,,,,,,,,,,
russia probe,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,1.0,,,,,,,,,,1.0,,,,,,,,
u.s. defense contractor,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,2.0,,,,,,,,,,,,,,,,,
release,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,,,,2.0,,,,,,,,
kim regime,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,2.0,,,,,,,,,,,
intelligence briefing,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,2.0,,,,,,,,,,,,,,,,
flynn,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,2.0,,,,,,,,,,,,,,,,,,
seoul,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,2.0,,,,,,,,,,,
senate,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,1.0,1.0,,,,,,,,,,,,,,,,,,,,
wrongdoing,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,2.0,,,,,,,,,,,,,,,,,,
representative,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,2.0,,,,,,,,,,,,,,,,,,
director,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,1.0,,1.0,,,,,,,,,,,,,,,
star,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,1.0,,,,,,,,,,,,,,,,1.0,,,,
desire,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,1.0,,,,,,,,,,,,,,1.0,,,,,,,
article,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,1.0,,,,,,,,,,,,1.0,,,,
odds,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,1.0,,,,,,,,1.0,,,,,,,,,,
trading partner,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,1.0,,,,,,,,,,,,1.0,,,,,,,
competition,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,1.0,,,,1.0,,,,,,,,,,,,,
chief,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,,1.0,,,,,,1.0,,,,,
testimony,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,2.0,,,,,,,,,,,,,,,,,,
use,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,1.0,,,,1.0,,,,,,,,,,,,,
hillary clinton,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,1.0,,1.0,,,,,,,,,,,,,,,,,,
dershowitz,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,2.0,,,,,,,,,,,,,,,,,,
pacific,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,,,,,,,,,2.0,,,
region,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,1.0,,,,,,,,,,,,,,,1.0,,
import quota,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,2.0,,,,,,,,,,,,,,,,,,,
distraction,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,,,,,1.0,,,,,,,,1.0
ability,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,,1.0,,,,,,,,,1.0,,
barrel,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,1.0,,,1.0,,,,,,,,,
position,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,1.0,,,,,,,1.0,,,,,,,,,,
outcome,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,1.0,,,,,,,,,,,1.0,,,,,,,
pyongyang,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,2.0,,,,,,,,,,,
rexnord,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,,,,,,,,,,,2.0,
event,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,,1.0,,,1.0,,,,,,,,
knowledge,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,1.0,,,,1.0,,,,,,,,,,,,,,
dining room,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,2.0,,,,,,,,,,,,,,,,
analysis,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,1.0,,,,,,,,,,,,1.0,,,,,,,
africa,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,,,,,,,1.0,,,,,,1.0
jury,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,1.0,,,,,,,,1.0,,,,,,,,,,
medium,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,1.0,,,,,,,,,,,,,,,,1.0
pentagon,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,2.0,,,,,,,,,,,,,,,,,
oil,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,,,,,,1.0,,,,1.0,,,
haitians,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,,,,,,2.0,,,,,,
crude oil,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,1.0,,,1.0,,,,,,,,,
impact,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,,,,,,1.0,,1.0,,,,,
move,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,1.0,,,,,,,,,,,,,,,,1.0,,,
community,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,,1.0,,,,,,,,,1.0,,
commerce department report,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,1.0,,,1.0,,,,,,,,,
competitor,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,1.0,,,,,,,,,,,,,,1.0,,,,,
protest,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,,,,,,,2.0,,,,,
son-in-law,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,1.0,,,1.0,,,,,,,,,,,,,,,
retaliation,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,2.0,,,,,,,,,,,,,,,,,,,
precondition,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,2.0,,,,,,,,,,,
danger,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,1.0,1.0,,,,,,,,,,,,,,,,,
simpson,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,,,,2.0,,,,,,,,
mr. amoli-larijani,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,,,,,,,2.0,,,,,
fault,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,,,,,,,,,,,,,,,,2.0
transparency,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,,,,,2.0,,,,,,,,,,,,,,,
holiday shopping season,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,,1.0,,,1.0,,,,,,,,,
coalition,2,2,0.0005988023952095808,1.0413926851582251,0.0006235884342264821,,,,,,,,,1.0,,,,,,,,,,1.0,,,
thinking,2,1,0.0005988023952095808,1.3424226808222062,0.0008038459166600037,,,2.0,,,,,,,,,,,,,,,,,,,
