,t_count,d_count,tf,idf,tf_idf,DSI-70,DSI-71,DSI-72,DSI-73,DSI-74,DSI-75,DSI-76,DSI-77,DSI-78,DSI-79,DSI-80,DSI-81,DSI-82,DSI-83,DSI-84,DSI-85,DSI-86,DSI-87,DSI-88,DSI-89,DSI-90,DSI-91
charlottesville,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
consumer,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
u.s. weapon industry,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
u.s. embassy,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
note,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
test launch,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
stuff,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
spring,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
witch hunt,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
trump tweet,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
quota restriction,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
house speaker paul ryan,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
administration preparation,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
faith,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
el salvador,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
ministry,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
nesting doll,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
format,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
ms. cliffords camp,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,1.0,,,,
presidential personnel johnny destefano,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,1.0,,,,,,,,,,,,,,,,
sensor,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
arm sale decision,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
show,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,1.0,,,,,,,,,,,,,,,,
republican rep. mia love,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
trading system,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
interview president donald trump,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
openness,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
frustration,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
publication,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,1.0,,,,,,,,,,,,,,,,,,,,
stopgap measure,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
sierra club,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
pressure,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
answer,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
trumps national security council,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
senator richard blumenthal,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
contradiction,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
rep. ileana ros-lehtinen,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
commerce,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
fly,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
shareholder,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
loyalty,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
fund,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
production,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
rank,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,1.0,,,,,,,,,,
concert,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
white house aide,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,1.0,,,,,,,,,,
u.s. trade remedy law,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
energy secretary rick perry,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
us agreement,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
u.s.-mexico border,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
rep. tom davis,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
carrier worker,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
preparation,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
bahrain,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
acquisition,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
wrestler,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
trump administration plan,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
russians,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
u.s. president,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
trumps demand,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,1.0,,,,,,,,,,,,,,,,
hassan rouhani,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
agenda,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
fear,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,1.0,,,,,,,,,,
omission,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
lieu,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
state tax break,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
oligarch subject,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
policy studies,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
chance,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
us industry,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
shift,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
company share,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
hard-liner,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
criticism,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
capability,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
board,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
intelligence community,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
visibility,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
boeing co,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
trump child,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
house democrats friday morning,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
grab,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
suicide,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
outgrowth,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
saudi campaign,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
reimbursement program,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
hut,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
nobody,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
year outer continental shelf oil,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
exit,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,1.0,,,,,,,,,,
virginia republican,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
prime minister,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,1.0,,,,,,,,,,,,,,,,
deliberation,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
enthusiasm,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
whirl,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,1.0,,,,,,,,,,,,,,,,
middle eastern peace,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
panel monday,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
china hawk,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
tax code complete,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
spending bill,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
word,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
iowa sen. chuck grassley,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
immigration authority,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
transportation,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
militant,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
d-calif.,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
asylum claim,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
staffing challenge,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,1.0,,,,,,,,,,
kushner,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
control panel factory,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
character,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
comey firing,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
south asia,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
declaration,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
manufacturers,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
latino-heavy electorate,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
bearing factory,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
irans foreign ministry,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
attendance,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,1.0,,,,,,,,,,,,,,,,,,,,,
trade expansion act,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
gain,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
brian segee,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
substance,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
arms regulations besides,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
myriad industry,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
payment wasnt,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,1.0,,,,
fatigue,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,1.0,,,,,,,,,,
business people,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,1.0,,,,,,,,,,,,,,,,,,,,
figure,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
crimea,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
path forward,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
journalist,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
front,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,1.0,,,,,,,,,,,,,,,,,,,,,
wilbur l. ross jr.,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
percent tariff,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
discretion,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
leap,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,1.0,,,,,,,,,,
facility,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
minister,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
import restriction,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
match,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
seat,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
owner,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
ball,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
biological diversity,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
james rockas,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
border security budget document,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
trade fight,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
invite,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,1.0,,,,,,,,,,,,,,,,,,,,,
area,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
government approach,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
diplomat,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
national environmental policy act,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
campaign manager,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
tone,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
u.s. trading partner,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
independence day,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
settlement,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
florida governor rick scott,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
national park service,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
racism,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
energy department report,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
northeast asia,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
president submit,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
machine case,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
business tax cut,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
sibur,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
trend,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
hamidreza taraghi,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
tantamount,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
protesters,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
convince voter,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
employee,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
ms. devos,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
national historic preservation act,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
hiring process,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,1.0,,,,,,,,,,
inauguration,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
re-election,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
weapon export,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
point,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
education,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
appearance,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,1.0,,,,
national security adviser h.r,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,1.0,,,,,,,,,,,,,,,,
vacancy,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,1.0,,,,,,,,,,
northeast,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
posture,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
arm export policy,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
agreement mr. trump,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
aftermath,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
grassley beforehand,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
damage settlement,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
ethics,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
playground,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
republican strategist alex conant,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
loophole,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
form,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
minute meeting,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,1.0,,,,,,,,,,,,,,,,
americas defense,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
regime,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
carrier corp.,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
promoter,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
tax benefit,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
estate technology start-up,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
aapl,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
presidency,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,1.0,,,,,,,,,,,,,,,,
speculation,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
republicans lawmaker,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
trash talk,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
policy area,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
security analyst,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
formula,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
misdiagnosis,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
u.s. arm,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
graham,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,1.0,,,,,,,,,,,,,,,,,,,,,
barrage,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
homeland security secretary kirstjen nielsen,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
yemens,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
prosecution interview,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
