,t_count,concept,d_count,tf,idf,tf_idf,weight,DSI-01,DSI-02,DSI-03,DSI-04,DSI-05,DSI-06,DSI-07,DSI-08,DSI-09,DSI-10,DSI-11,DSI-12,DSI-13,DSI-14,DSI-15,DSI-16,DSI-17,DSI-18,DSI-19,DSI-20,DSI-21,DSI-22,DSI-23,DSI-24,DSI-25,DSI-26,DSI-27,DSI-28,DSI-29,DSI-30,DSI-31,DSI-32,DSI-33,DSI-34,DSI-35,DSI-36,DSI-37,DSI-38,DSI-39,DSI-40,DSI-41,DSI-42,DSI-43,DSI-44,DSI-45,DSI-46,DSI-47,DSI-48,DSI-49,DSI-50,DSI-51,DSI-52,DSI-53,DSI-54,DSI-55,DSI-56,DSI-57,DSI-58,DSI-59,DSI-60,DSI-61,DSI-62,DSI-63,DSI-64,DSI-65,DSI-66,DSI-67,DSI-68,DSI-69,DSI-70,DSI-71,DSI-72,DSI-73,DSI-74,DSI-75,DSI-76,DSI-77,DSI-78,DSI-79,DSI-80,DSI-81,DSI-82,DSI-83,DSI-84,DSI-85,DSI-86,DSI-87,DSI-88,DSI-89,DSI-90,DSI-91
tax record,2,taxes,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,0.028985507246376812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immigrationAndNationalityAct,2,immigration,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business confidence,2,economy,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,
us job,2,jobs,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,0.022727272727272728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
book tour,2,media,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paycheck,2,economy,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031746031746031744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us defense contractor,2,arms,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015037593984962405,,,,,,,,,,,,,,,,,
cyberthreats,2,russiaElectionHacking,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,0.014184397163120567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dannel malloy,2,usPolitician,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,0.01098901098901099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
britain,2,europeanNation,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,0.014492753623188406,,,,,,,,,,,,,,,,,,,,,,,,0.017241379310344827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trade gap,2,trade,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,,,0.03333333333333333,,,,,,,,,
nlrb,2,economy,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,0.00909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
energy market,2,energy,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,0.0058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019230769230769232,,,,,,,,,,,,,
wealth effect,2,economy,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,
deutsche bank,2,finance,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,0.00909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
divestiture,2,communication,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,0.00909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
san francisco,2,unitedStates,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,0.0136986301369863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
computer server,2,russiaElectionHacking,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,0.014184397163120567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appropriation bill,2,budget,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,0.03636363636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tea party,2,government,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.02631578947368421,,,,,,,,,,0.012987012987012988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visa lottery system,2,immigration,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03508771929824561,,,,,,
us trade law,2,trade,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010869565217391304,,,,,,,,,,,,,,,,,,,
uranium,2,nuclear,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,0.028985507246376812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
courtSystem,2,travelBan,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025974025974025976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trump speaking,2,trumpCommunication,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006289308176100629,,,,,,,,,,,,0.017543859649122806,,,,,,
wealth,2,taxes,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,0.004545454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015873015873015872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quota,2,trade,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010869565217391304,,,,,,,,,,,,,,,,,,,
jury,2,supremeCourt,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006289308176100629,,,,,,,,0.01818181818181818,,,,,,,,,,
import quota,2,trade,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010869565217391304,,,,,,,,,,,,,,,,,,,
president order,2,policy,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house appropriation committee,2,government,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,0.01818181818181818,,,0.014705882352941176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrorist,2,immigration,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,0.018518518518518517,,,,,,,,,,,,,,,,,,,,,,,,,,0.017857142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blasio,2,trumpOpposition,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,0.01098901098901099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meddling,2,conflict,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radio show,2,media,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012048192771084338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
climate action,2,climateChange,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,0.011764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
make america great again,2,presidentialCampaign,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012345679012345678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worldwide review,2,travelBan,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
supremacist,2,racialProvocation,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017543859649122806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015151515151515152
commerce department report,2,trade,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,,,0.03333333333333333,,,,,,,,,
justice ruth bader ginsburg,2,supremeCourtJudge,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,0.018867924528301886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012345679012345678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layoff,2,economy,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028985507246376812,
travel,2,centralAmericanNations,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029850746268656716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dnc,2,democrat,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,0.014184397163120567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
environmentalist,2,environmentalPolicy,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015873015873015872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017543859649122806,,,
betsy devos,2,usPolitician,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008130081300813009,,,,,,,,,,,,,,,
reelection race,2,presidentialElection,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021052631578947368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
associated press,2,media,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03508771929824561,,,,,,,,,,,,,,
transcript,2,russiaElectionHacking,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029850746268656716,,,,,,,,
gas production,2,energy,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015873015873015872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017543859649122806,,,
treaty,2,trade,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,0.014492753623188406,,,,,,,,,,,,,,,,,,0.016129032258064516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norway,2,europeanNation,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017543859649122806,,,,,,0.015151515151515152
taxes,2,taxes,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohn,2,trade,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010869565217391304,,,,,,,,,,,,,,,,,,,
pope,2,religion,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien,2,immigration,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,0.018518518518518517,,,,,,,,,,,,,,,0.00847457627118644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tax revenue,2,taxes,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,0.014925373134328358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel supply,2,energy,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038461538461538464,,,,,,,,,,,,,
renegotiation,2,communication,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015873015873015872,,,,,,,
robert mueller,2,fbi,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016260162601626018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aluminum import,2,trade,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010869565217391304,,,,,,,,,,,,,,,,,,,
arrest,2,immigration,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holiday shopping season,2,economy,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,,,0.03333333333333333,,,,,,,,,
north carolina,2,unitedStates,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025974025974025976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ford motor co,2,trade,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,0.011363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009259259259259259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
refugee policy,2,controversy,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025974025974025976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us taxpayer,2,taxes,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,0.014705882352941176,,,,,,,,,,,,,,,0.013513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thaad system,2,northSouthKorea,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02127659574468085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dean,2,education,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,0.014925373134328358,,,,,,,,,,,,,,,0.00909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jim mattiss,2,trumpAdministration,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012578616352201259,,,,,,,,,,,,,,,,,,,,,,,,,
election interference,2,russiaElectionHacking,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,0.0136986301369863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell company,2,economy,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016260162601626018,,,,,,,,,,,,,,,
punishment,2,conflict,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,0.016129032258064516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005434782608695652,,,,,,,,,,,,,,,,,,,
trump campaign adviser,2,trade,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,,,0.03333333333333333,,,,,,,,,
recovery effort,2,naturalDisaster,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02197802197802198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
currency,2,finance,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014492753623188406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,
prison,2,conflict,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,0.00847457627118644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,
fcc rule,2,trumpCommunication,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05405405405405406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trump adviser,2,trade,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010869565217391304,,,,,,,,,,,,,,,,,,,
tehran,2,nuclear,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014388489208633094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gop bill,2,policy,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012987012987012988,,,,,,,,0.010526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toyota motor corp,2,business,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018518518518518517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earthquake,2,naturalDisaster,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,0.0058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011363636363636364,,,,,,,,,,,,,,,,,,,,,,,,
kim jonghoon,2,northSouthKorea,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009259259259259259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006289308176100629,,,,,,,,,,,,,,,,,,,,,,,,,
marco rubio,2,usPolitician,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012345679012345678,,,,,,,,,,,,,,0.014925373134328358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muslim,2,religion,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,0.018518518518518517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magazine,2,media,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006289308176100629,,,,,,,,,,,,,,,,,,,,,0.018867924528301886,,,,
wastewater,2,environmental,2,0.0002726281352235551,1.6580113966571124,0.00045202055525003066,1.0,,,,,,,,,,,,,,,,,,,0.0058823529411764705,,,,,,,,,,,,,,0.012345679012345678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tax obligation,2,taxes,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,,,,,,,,0.014925373134328358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warhead,2,arms,1,0.0002726281352235551,1.9590413923210936,0.0005340898016142567,1.0,,0.028985507246376812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
